"","COUNTY","TRACT","BLKGRP","SUM_POP100","SUM_HU100","SUM_TotPop","SUM_HispPo","SUM_NonHis","SUM_NHOneR","SUM_NH_Whi","SUM_NH_Bla","SUM_NH_AmI","SUM_NH_Asi","SUM_NH_Haw","SUM_NH_Oth","SUM_NH_2or","SUM_VAP_To","SUM_VAP_Hi","SUM_VAP_No","SUM_VAP_NH","SUM_VAP__1","SUM_VAP__2","SUM_VAP__3","SUM_VAP__4","SUM_VAP_Ha","SUM_VAP__5","SUM_VAP__6","SUM_TotHou","SUM_OccHU","SUM_Vacant","Shapearea","Median_HHI","Median_House_Value","Only_English","Only_Spanish","Other_Languages","Percent_Only_English","Percent_Only_Spanish","Percent_Other_Languages","No_HS","HS_Graduate","Some_College","BS_and_Higher","Percent_No_HS","Percent_HS_Graduate","Percent_Some_College","Percent_BS_and_Higher","Vac_Rate"
"550200-1",201,550200,1,2168,1006,2168,793,1375,1331,85,1223,2,15,1,5,44,1452,505,947,923,71,835,2,11,1,3,24,1006,868,138,6993441.100524,22813,103800,1089,494,127,63.684211,28.888889,7.426901,267,484,265,53,24.976614,45.275959,24.789523,4.957905,13.7176938369781
"550200-2",201,550200,2,1557,818,1557,471,1086,1047,62,970,2,13,0,0,39,982,288,694,666,49,605,1,11,0,0,28,818,600,218,8185528.551948,12135,NA,938,126,0,88.157895,11.842105,0,172,123,206,62,30.550622,21.847247,36.589698,11.012433,26.6503667481663
"550301-1",201,550301,1,323,226,323,58,265,258,15,240,0,2,0,1,7,243,42,201,195,15,177,0,2,0,1,6,226,174,52,3925802.095888,34011,NA,2216,423,87,81.291269,15.517241,3.191489,224,304,739,400,13.437313,18.236353,44.331134,23.995201,23.0088495575221
"550301-3",201,550301,3,5,2,5,0,5,5,0,5,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,2,2,0,1279161.505222,23864,NA,1547,211,38,86.135857,11.74833,2.115813,230,196,402,117,24.338624,20.740741,42.539683,12.380952,0
"550302-1",201,550302,1,4,2,4,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,0,3527046.39918,60682,NA,415,78,176,62.032885,11.659193,26.307922,33,126,217,145,6.333973,24.184261,41.650672,27.831094,0
"550302-3",201,550302,3,688,258,688,472,216,210,53,119,0,36,0,2,6,470,307,163,161,37,92,0,30,0,2,2,258,228,30,5719356.948463,27000,66900,918,218,39,78.12766,18.553191,3.319149,164,157,336,132,20.785805,19.898606,42.585551,16.730038,11.6279069767442
"550302-4",201,550302,4,6,6,6,1,5,5,1,4,0,0,0,0,0,4,1,3,3,1,2,0,0,0,0,0,6,4,2,4553657.460703,55887,106500,2061,682,227,69.393939,22.962963,7.643098,321,480,791,390,16.195762,24.217962,39.909183,19.677094,33.3333333333333
"550401-1",201,550401,1,455,289,455,206,249,238,30,194,0,13,1,0,11,337,152,185,177,25,141,0,11,0,0,8,289,203,86,5837391.193296,32757,69600,1457,1390,128,48.97479,46.722689,4.302521,700,401,493,320,36.572623,20.950888,25.757576,16.718913,29.757785467128
"550402-1",201,550402,1,128,159,128,39,89,89,16,72,0,1,0,0,0,88,24,64,64,14,49,0,1,0,0,0,159,58,101,1866845.696833,51414,127500,1345,626,163,63.027179,29.334583,7.638238,253,340,318,312,20.686836,27.800491,26.001635,25.511038,63.5220125786164
"550402-2",201,550402,2,690,410,690,176,514,501,78,382,0,39,0,2,13,533,123,410,401,70,298,0,31,0,2,9,410,340,70,3502613.200922,24007,NA,1281,397,0,76.340882,23.659118,0,46,298,370,111,5.575758,36.121212,44.848485,13.454545,17.0731707317073
"550500-2",201,550500,2,982,600,982,338,644,633,74,477,0,77,1,4,11,785,256,529,519,71,383,0,64,1,0,10,600,542,58,6144228.75761,41684,112300,996,1169,123,43.531469,51.092657,5.375874,443,322,487,148,31.642857,23,34.785714,10.571429,9.66666666666667
"550603-1",201,550603,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723587.711292,43362,93600,276,770,80,24.511545,68.383659,7.104796,257,266,117,52,37.138728,38.439306,16.907514,7.514451,NA
"550603-2",201,550603,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045417.248128,22744,98100,557,1348,142,27.210552,65.852467,6.936981,499,234,229,106,46.722846,21.910112,21.441948,9.925094,NA
"550603-3",201,550603,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308883.076274,61910,107300,1075,587,246,56.341719,30.765199,12.893082,325,225,494,165,26.88172,18.610422,40.860215,13.647643,NA
"550700-1",201,550700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1232346.75877,74792,99800,590,206,283,54.680259,19.091752,26.227989,153,175,257,170,20.264901,23.178808,34.039735,22.516556,NA
"550800-1",201,550800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594895.954929,61510,96500,369,480,196,35.311005,45.933014,18.755981,241,120,135,50,44.139194,21.978022,24.725275,9.157509,NA
"550800-2",201,550800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13890.675429,41452,100100,1285,199,104,80.919395,12.531486,6.549118,253,481,156,177,23.71134,45.079663,14.620431,16.588566,NA
"550900-2",201,550900,2,19,5,19,4,15,14,0,0,0,14,0,0,1,13,3,10,10,0,0,0,10,0,0,0,5,4,1,1332055.845919,41922,125000,1310,1343,934,36.520769,37.440758,26.038472,542,905,751,203,22.573928,37.692628,31.278634,8.45481,20
"550900-3",201,550900,3,7,7,7,2,5,5,5,0,0,0,0,0,0,7,2,5,5,5,0,0,0,0,0,0,7,5,2,673413.062464,34229,86600,555,1199,0,31.641961,68.358039,0,412,464,31,33,43.829787,49.361702,3.297872,3.510638,28.5714285714286
"551000-1",201,551000,1,176,52,176,142,34,34,3,28,0,2,0,1,0,107,83,24,24,3,18,0,2,0,1,0,52,45,7,2031344.910909,40354,92400,1211,1203,240,45.629239,45.327807,9.042954,506,635,283,130,32.561133,40.862291,18.211068,8.365508,13.4615384615385
"551100-2",201,551100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135633.827447,29500,96300,1095,597,34,63.441483,34.588644,1.969873,274,419,213,52,28.601253,43.736952,22.23382,5.427975,NA
"551100-3",201,551100,3,45,15,45,0,45,45,11,29,0,0,5,0,0,24,0,24,24,6,15,0,0,3,0,0,15,13,2,3339567.715362,45967,103900,784,258,144,66.104553,21.753794,12.141653,109,207,357,276,11.485774,21.812434,37.618546,29.083246,13.3333333333333
"551100-4",201,551100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76901.597165,79535,142100,852,535,736,40.131889,25.200188,34.667923,163,385,361,538,11.264686,26.606773,24.948169,37.180373,NA
"551200-1",201,551200,1,4,3,4,0,4,4,0,1,0,3,0,0,0,4,0,4,4,0,1,0,3,0,0,0,3,3,0,3085621.549752,46754,131400,1560,646,211,64.542822,26.727348,8.72983,145,339,669,439,9.10804,21.29397,42.022613,27.575377,0
"551200-2",201,551200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156589.222779,82219,140000,619,146,136,68.701443,16.204218,15.09434,78,156,226,232,11.271676,22.543353,32.65896,33.526012,NA
"551200-4",201,551200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487560.234218,38370,158300,669,435,0,60.597826,39.402174,0,197,305,142,78,27.285319,42.243767,19.66759,10.803324,NA
"551400-1",201,551400,1,380,189,380,198,182,179,77,89,1,12,0,0,3,277,140,137,135,59,67,1,8,0,0,2,189,168,21,706762.344341,57181,146400,614,387,22,60.01955,37.829912,2.150538,8,385,235,113,1.079622,51.956815,31.7139,15.249663,11.1111111111111
"551400-3",201,551400,3,369,266,369,144,225,218,80,107,0,30,0,1,7,305,109,196,190,70,91,0,28,0,1,6,266,204,62,17002651.802146,46169,157200,1210,229,275,70.595099,13.36056,16.044341,178,341,375,284,15.110357,28.947368,31.833616,24.108659,23.3082706766917
"551500-1",201,551500,1,1091,708,1091,286,805,780,366,257,2,154,0,1,25,943,232,711,694,348,217,2,127,0,0,17,708,636,72,15410330.898077,61271,61400,577,909,56,37.418936,58.949416,3.631647,255,222,185,256,27.777778,24.183007,20.152505,27.88671,10.1694915254237
"551500-2",201,551500,2,845,322,845,132,713,690,72,489,2,126,0,1,23,492,85,407,401,60,248,1,91,0,1,6,322,259,63,34579188.91774,50750,144800,2160,1294,1115,47.275115,28.321296,24.403589,666,665,772,699,23.768737,23.733048,27.551749,24.946467,19.5652173913043
"551600-1",201,551600,1,4,1,4,0,4,4,0,0,0,4,0,0,0,4,0,4,4,0,0,0,4,0,0,0,1,1,0,1294156.260876,36680,127200,1436,975,108,57.006749,38.705836,4.287416,429,593,418,243,25.490196,35.2347,24.836601,14.438503,0
"551600-2",201,551600,2,5,2,5,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,619683.757934,53073,111000,1210,810,142,55.966698,37.46531,6.567993,286,462,534,210,19.168901,30.965147,35.790885,14.075067,50
"551600-3",201,551600,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163771.541121,59013,105900,2082,709,160,70.552355,24.025754,5.421891,230,528,698,353,12.714207,29.187396,38.584854,19.513543,NA
"551800-1",201,551800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176422.953584,120625,177300,1764,181,258,80.072628,8.216069,11.711303,161,389,464,725,9.258194,22.369178,26.682001,41.690627,NA
"552001-1",201,552001,1,2,2,2,0,2,2,0,1,0,1,0,0,0,2,0,2,2,0,1,0,1,0,0,0,2,2,0,2064136.183842,72559,152500,3492,293,974,73.37676,6.156756,20.466485,141,817,1027,1042,4.658077,26.99042,33.927981,34.423522,0
"552002-1",201,552002,1,561,290,561,150,411,400,264,105,3,28,0,0,11,425,94,331,325,216,85,3,21,0,0,6,290,268,22,10030070.7493,67071,176000,1137,36,216,81.857451,2.591793,15.550756,94,97,228,415,11.270983,11.630695,27.338129,49.760192,7.58620689655172
"552101-1",201,552101,1,577,312,577,140,437,416,144,244,0,28,0,0,21,418,87,331,320,119,183,0,18,0,0,11,312,246,66,2777156.475673,53333,118600,2447,587,823,63.44309,15.219082,21.337827,156,572,848,837,6.464981,23.704932,35.142976,34.687111,21.1538461538462
"552103-1",201,552103,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,412302.67648,62442,142200,924,47,440,65.485471,3.330971,31.183558,64,179,295,252,8.101266,22.658228,37.341772,31.898734,0
"552103-2",201,552103,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182754.72252,61633,115200,1072,292,0,78.592375,21.407625,0,171,300,492,76,16.458133,28.873917,47.353224,7.314726,NA
"552200-1",201,552200,1,2,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,543551.701245,74318,105000,1709,449,102,75.619469,19.867257,4.513274,298,433,611,228,18.980892,27.579618,38.917197,14.522293,0
"552200-2",201,552200,2,3,1,3,0,3,3,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,1,1,0,1534465.650467,45588,157300,1235,148,62,85.467128,10.242215,4.290657,79,281,320,273,8.289612,29.485834,33.578174,28.64638,0
"552200-3",201,552200,3,5,2,5,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,0,3968619.171139,46838,108400,1581,466,342,66.178317,19.506069,14.315613,112,447,580,318,7.687028,30.679478,39.807824,21.825669,0
"552301-1",201,552301,1,14,17,14,0,14,13,13,0,0,0,0,0,1,13,0,13,13,13,0,0,0,0,0,0,17,10,7,867775.819733,59107,143000,1832,167,59,89.018465,8.114674,2.866861,34,397,630,472,2.217873,25.896934,41.09589,30.789302,41.1764705882353
"552400-1",201,552400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80412.942111,54750,153500,954,436,40,66.713287,30.48951,2.797203,357,203,262,111,38.263666,21.757771,28.081458,11.897106,NA
"552400-2",201,552400,2,12,7,12,1,11,11,6,2,0,3,0,0,0,10,1,9,9,5,2,0,2,0,0,0,7,5,2,3363050.459901,89769,153500,1190,151,430,67.193676,8.526256,24.280068,28,315,550,476,2.045289,23.009496,40.17531,34.769905,28.5714285714286
"552400-3",201,552400,3,1049,400,1049,348,701,645,181,415,0,47,2,0,56,634,186,448,430,137,256,0,35,2,0,18,400,378,22,3094328.712515,36623,109500,1670,499,325,66.960706,20.008019,13.031275,302,510,433,267,19.973545,33.730159,28.637566,17.65873,5.5
"552500-1",201,552500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231581.844015,61500,117800,1878,1373,138,55.414577,40.513426,4.071998,275,737,630,604,12.243989,32.813891,28.049866,26.892253,NA
"552500-2",201,552500,2,3,1,3,0,3,3,0,0,0,3,0,0,0,3,0,3,3,0,0,0,3,0,0,0,1,1,0,2944476.993493,56976,140000,2869,645,194,77.373247,17.394822,5.231931,215,778,730,647,9.07173,32.827004,30.801688,27.299578,0
"552601-1",201,552601,1,2685,1311,2685,1022,1663,1601,645,835,6,108,6,1,62,1967,704,1263,1229,564,566,6,87,5,1,34,1311,1190,121,13261177.77926,32156,152700,1700,1217,981,43.612109,31.221139,25.166752,748,647,565,357,32.283125,27.92404,24.384981,15.407855,9.22959572845156
"552602-1",201,552602,1,26,17,26,1,25,25,19,3,0,3,0,0,0,22,1,21,21,15,3,0,3,0,0,0,17,17,0,2988967.814943,74792,183700,2246,264,177,83.587644,9.825084,6.587272,90,405,573,815,4.779607,21.508232,30.430165,43.281997,0
"552700-1",201,552700,1,312,160,312,164,148,144,68,60,0,15,0,1,4,206,96,110,108,58,36,0,13,0,1,2,160,121,39,5617273.736542,63077,147400,1505,800,105,62.448133,33.195021,4.356846,399,290,519,605,22.007722,15.995587,28.626586,33.370105,24.375
"552700-2",201,552700,2,2174,1726,2174,370,1804,1780,992,366,9,411,0,2,24,1863,284,1579,1564,947,283,6,326,0,2,15,1726,1385,341,11439021.751177,32078,213700,1807,226,614,68.265961,8.537968,23.196071,222,658,518,913,9.606231,28.472523,22.414539,39.506707,19.7566628041715
"552700-3",201,552700,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44544.085811,66250,153700,1680,80,116,89.552239,4.264392,6.183369,25,213,498,756,1.675603,14.276139,33.378016,50.670241,NA
"552800-2",201,552800,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487204.781064,102750,276100,967,41,18,94.249513,3.996101,1.754386,17,92,207,408,2.348066,12.707182,28.59116,56.353591,NA
"552800-3",201,552800,3,509,275,509,93,416,393,194,167,1,31,0,0,23,379,66,313,298,161,110,1,26,0,0,15,275,240,35,3823302.339504,60972,225200,1930,249,128,83.658431,10.793238,5.548331,43,307,543,655,2.777778,19.832041,35.077519,42.312661,12.7272727272727
"552800-5",201,552800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5469.398384,71518,195800,734,44,0,94.344473,5.655527,0,13,73,262,344,1.878613,10.549133,37.861272,49.710983,NA
"552900-2",201,552900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27530.270052,45313,75300,920,82,121,81.923419,7.30187,10.774711,74,253,478,289,6.764168,23.126143,43.69287,26.416819,NA
"552900-3",201,552900,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020348.681715,48568,177800,1397,117,185,82.224838,6.886404,10.888758,42,221,491,411,3.60515,18.969957,42.145923,35.27897,NA
"552900-4",201,552900,4,329,288,329,89,240,235,124,100,1,9,0,1,5,263,65,198,195,109,76,1,9,0,0,3,288,178,110,1498625.426301,59423,190200,905,41,104,86.190476,3.904762,9.904762,37,136,200,543,4.039301,14.847162,21.834061,59.279476,38.1944444444444
"553001-2",201,553001,2,3,6,3,1,2,2,2,0,0,0,0,0,0,3,1,2,2,2,0,0,0,0,0,0,6,2,4,1514685.661003,89861,164900,1837,159,9,91.620948,7.930175,0.448878,79,189,439,669,5.741279,13.735465,31.90407,48.619186,66.6666666666667
"553001-3",201,553001,3,456,230,456,93,363,359,73,217,0,68,0,1,4,339,67,272,269,62,151,0,55,0,1,3,230,207,23,953655.158276,70590,140100,1022,340,140,68.04261,22.636485,9.320905,73,151,468,321,7.206318,14.906219,46.199408,31.688055,10
"553002-1",201,553002,1,108,46,108,12,96,95,71,5,0,19,0,0,1,95,7,88,88,67,5,0,16,0,0,0,46,43,3,1970228.662197,26875,176700,809,888,112,44.72084,49.087894,6.191266,530,182,222,295,43.124491,14.808788,18.063466,24.003255,6.52173913043478
"553002-2",201,553002,2,25,12,25,0,25,25,23,0,1,1,0,0,0,24,0,24,24,22,0,1,1,0,0,0,12,12,0,1931337.111532,98902,236100,1624,281,437,69.342442,11.998292,18.659266,55,293,439,995,3.08642,16.4422,24.635241,55.836139,0
"553100-2",201,553100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63794.918807,44939,139100,1243,746,121,58.909953,35.35545,5.734597,372,369,409,331,25.118163,24.915598,27.616475,22.349764,NA
"553100-3",201,553100,3,6,2,6,5,1,1,1,0,0,0,0,0,0,6,5,1,1,1,0,0,0,0,0,0,2,2,0,2544049.682163,65192,148000,1070,220,183,72.640869,14.935506,12.423625,14,314,297,435,1.320755,29.622642,28.018868,41.037736,0
"553100-4",201,553100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64308.321825,50292,182000,1107,295,109,73.26274,19.523494,7.213766,86,262,351,492,7.220823,21.998321,29.471033,41.309824,NA
"553200-1",201,553200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156005.155791,68269,134100,1610,181,137,83.506224,9.387967,7.105809,0,280,617,614,0,18.530774,40.833885,40.635341,NA
"553200-2",201,553200,2,12,5,12,4,8,8,8,0,0,0,0,0,0,9,2,7,7,7,0,0,0,0,0,0,5,5,0,6868841.573432,24298,136800,855,311,61,69.682152,25.346373,4.971475,66,103,163,194,12.547529,19.581749,30.988593,36.882129,0
"553200-3",201,553200,3,416,135,416,69,347,341,72,263,0,2,4,0,6,323,52,271,268,69,195,0,2,2,0,3,135,122,13,694202.475589,25797,122100,2257,504,99,78.916084,17.622378,3.461538,508,636,578,297,25.160971,31.500743,28.628034,14.710253,9.62962962962963
"553200-4",201,553200,4,529,171,529,447,82,78,44,28,0,3,2,1,4,363,304,59,57,31,22,0,2,2,0,2,171,163,8,3497731.078294,37396,311100,165,516,0,24.229075,75.770925,0,290,129,85,12,56.20155,25,16.472868,2.325581,4.67836257309941
"553300-1",201,553300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63288.81122,25195,NA,1038,214,67,78.695982,16.224412,5.079606,106,241,226,193,13.83812,31.462141,29.503916,25.195822,NA
"553300-2",201,553300,2,1689,1088,1689,370,1319,1284,494,715,5,68,1,1,35,1407,284,1123,1103,462,578,4,57,1,1,20,1088,905,183,10057174.565084,41964,NA,1273,287,97,76.825588,17.320459,5.853953,149,367,420,302,12.035541,29.644588,33.925687,24.394184,16.8198529411765
"553401-1",201,553401,1,30,16,30,9,21,21,15,2,0,4,0,0,0,24,5,19,19,13,2,0,4,0,0,0,16,12,4,3399097.863051,85398,152900,1566,342,63,79.452055,17.351598,3.196347,105,300,623,411,7.296734,20.847811,43.293954,28.561501,25
"553402-1",201,553402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2822603.750796,57463,146000,1000,320,122,69.348128,22.191401,8.460472,89,304,359,281,8.615682,29.428848,34.753146,27.202323,NA
"553403-1",201,553403,1,3,1,3,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,5008593.895502,93424,190000,3898,951,888,67.944919,16.576608,15.478473,440,746,1026,1375,12.266518,20.797324,28.60329,38.332869,0
"554200-1",201,554200,1,20,5,20,6,14,14,9,5,0,0,0,0,0,14,5,9,9,6,3,0,0,0,0,0,5,5,0,2647602.618926,65893,121800,794,683,155,48.651961,41.85049,9.497549,388,331,279,331,29.194883,24.905944,20.993228,24.905944,0
"554301-2",201,554301,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22562.636728,111786,173400,2060,63,45,95.01845,2.905904,2.075646,36,157,468,851,2.380952,10.383598,30.952381,56.283069,NA
"554301-3",201,554301,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338373.554574,103333,145700,1084,114,44,87.278583,9.178744,3.542673,24,249,237,444,2.515723,26.100629,24.842767,46.540881,NA
"554401-2",201,554401,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777026.68921,120305,260900,6726,872,787,80.214669,10.399523,9.385808,180,900,1091,3132,3.394305,16.971526,20.57326,59.060909,NA
"554402-2",201,554402,2,23,8,23,5,18,18,16,0,0,2,0,0,0,20,4,16,16,14,0,0,2,0,0,0,8,8,0,2160083.766533,94369,166000,4756,657,523,80.121294,11.068059,8.810647,91,1071,1519,1396,2.232033,26.269316,37.257788,34.240863,0
"554403-1",201,554403,1,3,3,3,0,3,3,3,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,3,2,1,3028025.948653,90050,153700,5203,1353,226,76.717782,19.949867,3.33235,291,1141,1504,1565,6.46523,25.349922,33.414797,34.770051,33.3333333333333
"554502-2",201,554502,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252168.753074,137841,256800,2112,66,101,92.672225,2.896007,4.431768,11,261,316,1010,0.68836,16.332916,19.774718,63.204005,NA
"554600-1",201,554600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242324.556183,106771,192500,1710,339,216,75.496689,14.966887,9.536424,140,297,566,614,8.658009,18.367347,35.003092,37.971552,NA
"554600-2",201,554600,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2309060.47112,119250,244900,2420,37,27,97.42351,1.489533,1.086957,25,251,325,985,1.576293,15.825977,20.491803,62.105927,100
"554700-1",201,554700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4998410.701239,61532,188800,1749,427,297,70.723817,17.266478,12.009705,197,238,626,648,11.527209,13.926273,36.629608,37.91691,NA
"554700-2",201,554700,2,2,1,2,0,2,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,1,1,0,1851187.240546,121288,210900,3245,315,258,84.992142,8.250393,6.757465,87,276,758,1440,3.397111,10.77704,29.597813,56.228036,0
"554801-1",201,554801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184481.198109,65887,142900,7283,2395,887,68.935163,22.669191,8.395646,793,1959,2498,1873,11.13295,27.502457,35.069493,26.2951,NA
"554802-1",201,554802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143077.724919,100795,239600,7846,1234,568,81.322554,12.790216,5.887231,400,1074,1836,3097,6.243172,16.762916,28.656157,48.337756,NA
"554901-1",201,554901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261914.675405,67383,150900,3747,750,435,75.973236,15.206813,8.819951,196,845,1162,936,6.244027,26.919401,37.018159,29.818413,NA
"554901-2",201,554901,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282113.150446,72727,111600,1473,279,14,83.408834,15.798414,0.792752,214,279,493,264,17.12,22.32,39.44,21.12,NA
"555502-1",201,555502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924293.18112,88411,164400,5074,926,455,78.605732,14.345469,7.048799,249,527,1801,1859,5.613165,11.880072,40.599639,41.907124,NA
"555502-2",201,555502,2,6,3,6,0,6,6,6,0,0,0,0,0,0,5,0,5,5,5,0,0,0,0,0,0,3,3,0,4475621.516203,102500,204600,5111,1742,259,71.864454,24.493813,3.641732,459,1032,1595,1726,9.538653,21.446384,33.146301,35.868662,0
"555600-1",201,555600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157337.708495,81445,237700,1286,737,30,62.640039,35.898685,1.461276,301,385,354,365,21.423488,27.402135,25.19573,25.978648,NA
"555701-1",201,555701,1,4,1,4,0,4,4,0,4,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,1,1,0,572191.905137,117159,206000,2363,177,144,88.040238,6.594635,5.365127,46,223,567,866,2.702703,13.102233,33.313749,50.881316,0
"555701-2",201,555701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797651.697188,94608,147700,2009,216,251,81.138934,8.723748,10.137318,53,236,683,699,3.171753,14.123279,40.873728,41.831239,NA
"555702-1",201,555702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1817130.42095,112625,193900,6302,606,436,85.811547,8.251634,5.936819,87,701,1516,2447,1.831193,14.754788,31.909072,51.504946,NA
"556000-1",201,556000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431637.697504,59086,155100,804,274,8,74.033149,25.230203,0.736648,79,252,250,96,11.669128,37.223043,36.927622,14.180207,NA
"556000-2",201,556000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932711.99453,56188,106300,1234,409,63,72.332943,23.974209,3.692849,303,320,264,207,27.696527,29.250457,24.131627,18.921389,NA
"556000-3",201,556000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346408.926958,50943,85700,2682,733,28,77.897183,21.289573,0.813244,361,627,707,231,18.74351,32.554517,36.708204,11.993769,NA
"980000-1",201,980000,1,33,17,33,9,24,23,11,12,0,0,0,0,1,24,4,20,19,11,8,0,0,0,0,1,17,15,2,60614546.405275,14773,NA,47,20,0,70.149254,29.850746,0,0,11,19,0,0,36.666667,63.333333,0,11.7647058823529
"980100-1",201,980100,1,603,254,603,157,446,439,53,373,2,7,4,0,7,351,89,262,258,40,207,2,6,3,0,4,254,224,30,339378304.578357,18911,NA,154,50,0,75.490196,24.509804,0,24,26,31,58,17.266187,18.705036,22.302158,41.726619,11.8110236220472
